tp_c,chi,pyroxenite_frac,h_km,fbar,pbar_gpa,vp_bulk_km_s,v_lc_theory_km_s,bulk_in_bounds,h_match_km,vlc_match_km_s,feasible
1400.0,1.0,0.0,3.1645840915692247,0.07645440095269583,1.4092728109914394,7.248698234907015,7.396564555513161,False,-26.835415908430775,0.3965645555131614,False
1400.0,2.0,0.0,5.538890545223751,0.07170578804538678,1.4488445852190148,7.254745494489222,7.402540000433653,False,-24.46110945477625,0.40254000043365323,False
1400.0,4.0,0.0,8.984284764710836,0.0648149996064126,1.5062678222104662,7.2616310647167674,7.40934380058173,False,-21.015715235289164,0.4093438005817296,False
1400.0,6.0,0.0,11.446308655940832,0.05989095182395262,1.5473015537309662,7.265033980875389,7.412706305167232,False,-18.553691344059168,0.41270630516723195,False
1400.0,8.0,0.0,13.339391671305755,0.05610478579322277,1.5788529373203817,7.266723807262114,7.4143760639003915,False,-16.660608328694245,0.4143760639003915,False
1400.0,10.0,0.0,14.863551010706743,0.05305646711442079,1.6042555929770648,7.267472928765953,7.415116289158476,False,-15.136448989293257,0.4151162891584761,False
1400.0,12.0,0.0,16.130333316727096,0.05052290250238008,1.6253686314107374,7.267669073111712,7.415310104178093,False,-13.869666683272904,0.41531010417809266,False
1400.0,16.0,0.0,18.141707245432663,0.046500154644968955,1.6588915302224967,7.267168069326969,7.414815050099465,False,-11.858292754567337,0.41481505009946495,False
1410.0,1.0,0.0,3.4830499237829535,0.08005275961201044,1.449874660892852,7.254382321181894,7.402181140016793,False,-26.516950076217046,0.4021811400167934,False
1410.0,2.0,0.0,6.063012777864479,0.07489283390384738,1.4928740417942108,7.261210681120917,7.408928409281202,False,-23.93698722213552,0.4089284092812022,False
1410.0,4.0,0.0,9.76736003015101,0.06748413939927432,1.5546131626656532,7.2690132347815375,7.416638303160307,False,-20.23263996984899,0.41663830316030737,False
1410.0,6.0,0.0,12.391267319669943,0.06223632482023646,1.598344950824302,7.2729361951295655,7.42051467611342,False,-17.608732680330057,0.4205146761134202,False
