model_x_km,receiver_x_km,true_offset_km,obs_dt_s,pred_dt_s,x_conv_km,h_km,vp_vs_ratio
7.790000,84.860000,-77.070000,1.134054,nan,nan,nan,nan
7.951000,84.860000,-76.909000,1.130281,nan,nan,nan,nan
8.116000,84.860000,-76.744000,1.126414,nan,nan,nan,nan
8.277000,84.860000,-76.583000,1.122641,nan,nan,nan,nan
8.441000,84.860000,-76.419000,1.118797,nan,nan,nan,nan
8.603000,84.860000,-76.257000,1.115000,nan,nan,nan,nan
8.778000,84.860000,-76.082000,1.111056,nan,nan,nan,nan
8.939000,84.860000,-75.921000,1.107668,nan,nan,nan,nan
9.103000,84.860000,-75.757000,1.103490,nan,nan,nan,nan
9.268000,84.860000,-75.592000,1.099847,nan,nan,nan,nan
9.429000,84.860000,-75.431000,1.095623,nan,nan,nan,nan
9.590000,84.860000,-75.270000,1.092926,nan,nan,nan,nan
9.752000,84.860000,-75.108000,1.091782,nan,nan,nan,nan
9.913000,84.860000,-74.947000,1.090993,nan,nan,nan,nan
10.074000,84.860000,-74.786000,1.090080,nan,nan,nan,nan
10.236000,84.860000,-74.624000,1.089149,nan,nan,nan,nan
10.387000,84.860000,-74.473000,1.089966,nan,nan,nan,nan
10.548000,84.860000,-74.312000,1.091716,nan,nan,nan,nan
10.715000,84.860000,-74.145000,1.094033,nan,nan,nan,nan
10.880000,84.860000,-73.980000,1.097070,nan,nan,nan,nan
11.044000,84.860000,-73.816000,1.100436,nan,nan,nan,nan
11.208000,84.860000,-73.652000,1.106388,0.990472,83.903120,1.533548,2.917828
11.380000,84.860000,-73.480000,1.111201,0.983329,83.899929,1.515204,2.918678
11.545000,84.860000,-73.315000,1.114093,1.029715,83.839926,1.580810,2.915638
11.706000,84.860000,-73.154000,1.117755,1.026909,83.830929,1.568152,2.916225
11.881000,84.860000,-72.979000,1.121562,1.026500,83.829734,1.566378,2.916307
12.042000,84.860000,-72.818000,1.126814,1.028088,83.834529,1.573363,2.915983
12.207000,84.860000,-72.653000,1.131120,0.977535,83.897809,1.500571,2.919357
12.379000,84.860000,-72.481000,1.135276,0.989899,83.902837,1.532063,2.917897
12.543000,84.860000,-72.317000,1.137506,1.000094,83.908839,1.559033,2.916647
12.705000,84.860000,-72.155000,1.140651,1.006418,83.914698,1.577004,2.915814
12.866000,84.860000,-71.994000,1.143420,1.012753,83.921013,1.595163,2.914973
13.027000,84.860000,-71.833000,1.143707,1.050685,83.899915,1.666215,2.912296
13.186000,84.860000,-71.674000,1.143389,1.038082,83.927913,1.654928,2.912900
13.347000,84.860000,-71.513000,1.142562,1.024823,83.957020,1.642622,2.913559
13.505000,84.860000,-71.355000,1.142391,1.014722,83.979049,1.633016,2.914073
13.656000,84.860000,-71.204000,1.141238,1.011715,83.985597,1.630124,2.914228
13.817000,84.860000,-71.043000,1.138444,1.014861,83.978748,1.633148,2.914066
13.979000,84.860000,-70.881000,1.134481,1.021854,83.963502,1.639817,2.913709
14.143000,84.860000,-70.717000,1.130117,1.033810,83.937323,1.651007,2.913110
14.304000,84.860000,-70.556000,1.127174,1.045183,83.912187,1.661343,2.912557
14.458000,84.860000,-70.402000,1.120246,1.052748,83.895292,1.668018,2.912199
14.619000,84.860000,-70.241000,1.113518,1.061221,83.876161,1.675276,2.911811
14.784000,84.860000,-70.076000,1.108160,1.006754,83.914992,1.577944,2.915771
14.945000,84.860000,-69.915000,1.104195,0.998258,83.907591,1.554083,2.916877
15.109000,84.860000,-69.751000,1.101625,0.989589,83.902685,1.531260,2.917934
15.271000,84.860000,-69.589000,1.097201,0.985610,83.900871,1.521021,2.918409
15.435000,84.860000,-69.425000,1.094314,0.982969,83.899787,1.514289,2.918721
15.600000,84.860000,-69.260000,1.091721,0.984151,83.900261,1.517296,2.918581
15.750000,84.860000,-69.110000,1.090951,0.988196,83.902023,1.527662,2.918101
15.922000,84.860000,-68.938000,1.089872,0.992980,83.904431,1.540094,2.917525
16.087000,84.860000,-68.773000,1.089059,0.999235,83.908244,1.556711,2.916755
16.248000,84.860000,-68.612000,1.091212,1.004529,83.913122,1.571760,2.916057
16.412000,84.860000,-68.448000,1.092829,1.008452,83.916540,1.582732,2.915549
16.574000,84.860000,-68.286000,1.094218,1.062408,83.873463,1.676273,2.911757
16.738000,84.860000,-68.122000,1.095480,1.051649,83.897755,1.667060,2.912250
16.910000,84.860000,-67.950000,1.094663,1.045751,83.910924,1.661850,2.912529
17.074000,84.860000,-67.786000,1.095594,1.048458,83.904891,1.664254,2.912401
17.236000,84.860000,-67.624000,1.096093,1.050031,83.901377,1.665641,2.912326
17.397000,84.860000,-67.463000,1.097565,1.050809,83.899638,1.666324,2.912290
17.558000,84.860000,-67.302000,1.097868,1.051874,83.897251,1.667256,2.912240
17.709000,84.860000,-67.151000,1.098084,1.054094,83.892267,1.669187,2.912137
17.870000,84.860000,-66.990000,1.099275,1.059307,83.880504,1.673658,2.911897
18.032000,84.860000,-66.828000,1.100456,1.011040,83.919127,1.590154,2.915205
18.183000,84.860000,-66.677000,1.101493,1.006817,83.915047,1.578121,2.915763
18.341000,84.860000,-66.519000,1.102916,1.001233,83.909656,1.562126,2.916504
18.502000,84.860000,-66.358000,1.104205,0.993331,83.904624,1.541015,2.917482
18.656000,84.860000,-66.204000,1.106680,0.986778,83.901379,1.524012,2.918270
18.817000,84.860000,-66.043000,1.108433,0.984697,83.900486,1.518688,2.918517
18.979000,84.860000,-65.881000,1.109994,0.985910,83.901000,1.521789,2.918373
19.129000,84.860000,-65.731000,1.110796,0.986014,83.901044,1.522054,2.918361
19.291000,84.860000,-65.569000,1.110672,0.983758,83.900101,1.516296,2.918628
19.441000,84.860000,-65.419000,1.109930,0.978702,83.898208,1.503505,2.919221
19.603000,84.860000,-65.257000,1.111901,1.029618,83.839590,1.580358,2.915659
19.753000,84.860000,-65.107000,1.112192,1.029414,83.838885,1.579406,2.915703
19.915000,84.860000,-64.945000,1.111723,1.028688,83.836458,1.576075,2.915857
20.065000,84.860000,-64.795000,1.110777,1.028624,83.836249,1.575783,2.915871
20.216000,84.860000,-64.644000,1.108869,1.030172,83.841546,1.582963,2.915538
20.377000,84.860000,-64.483000,1.108294,0.981557,83.899242,1.510710,2.918887
20.531000,84.860000,-64.329000,1.105765,0.982333,83.899539,1.512675,2.918796
20.692000,84.860000,-64.168000,1.102753,0.979818,83.898602,1.506316,2.919090
20.843000,84.860000,-64.017000,1.100694,0.978658,83.898193,1.503394,2.919226
21.008000,84.860000,-63.852000,1.099999,0.981088,83.899066,1.509522,2.918942
21.158000,84.860000,-63.702000,1.101527,0.985400,83.900781,1.520485,2.918434
21.320000,84.860000,-63.540000,1.097869,0.989691,83.902735,1.531522,2.917922
21.473000,84.860000,-63.387000,1.095186,0.993043,83.904466,1.540259,2.917517
21.635000,84.860000,-63.225000,1.091383,0.997217,83.906920,1.551298,2.917006
21.785000,84.860000,-63.075000,1.090004,1.001077,83.909542,1.561701,2.916524
21.947000,84.860000,-62.913000,1.086575,1.002854,83.910884,1.566564,2.916298
22.100000,84.860000,-62.760000,1.080804,1.002048,83.910264,1.564352,2.916401
22.251000,84.860000,-62.609000,1.075058,1.003153,83.911118,1.567386,2.916260
22.402000,84.860000,-62.458000,1.072975,1.007480,83.915640,1.579985,2.915676
22.566000,84.860000,-62.294000,1.069260,1.012374,83.920582,1.594046,2.915024
22.717000,84.860000,-62.143000,1.064700,1.059449,83.880182,1.673779,2.911891
22.878000,84.860000,-61.982000,1.058047,1.057104,83.885486,1.671780,2.911998
23.032000,84.860000,-61.828000,1.052565,1.052991,83.894746,1.668230,2.912188
23.193000,84.860000,-61.667000,1.048469,1.049211,83.903212,1.664918,2.912365
23.344000,84.860000,-61.516000,1.044308,1.047148,83.907814,1.663093,2.912463
23.505000,84.860000,-61.355000,1.037175,1.045298,83.911931,1.661446,2.912551
23.656000,84.860000,-61.204000,1.031988,1.043389,83.916172,1.659735,2.912643
23.820000,84.860000,-61.040000,1.028408,1.041714,83.919886,1.658226,2.912723
23.981000,84.860000,-60.879000,1.025974,1.041488,83.920384,1.658022,2.912734
24.129000,84.860000,-60.731000,1.020236,1.042645,83.917821,1.659066,2.912678
24.290000,84.860000,-60.570000,1.014199,1.044982,83.912634,1.661163,2.912566
24.441000,84.860000,-60.419000,1.008755,1.048338,83.905161,1.664148,2.912406
24.600000,84.860000,-60.260000,1.003441,1.053710,83.893131,1.668854,2.912154
24.761000,84.860000,-60.099000,0.997985,1.012394,83.920606,1.594107,2.915022
24.922000,84.860000,-59.938000,0.992606,1.006305,83.914601,1.576690,2.915829
25.073000,84.860000,-59.787000,0.989528,1.003061,83.911046,1.567135,2.916272
25.231000,84.860000,-59.629000,0.989024,0.997919,83.907369,1.553173,2.916919
25.393000,84.860000,-59.467000,0.988167,0.992081,83.903948,1.537740,2.917634
25.543000,84.860000,-59.317000,0.985141,0.988029,83.901946,1.527229,2.918121
25.705000,84.860000,-59.155000,0.985055,0.984338,83.900337,1.517772,2.918559
25.855000,84.860000,-59.005000,0.985316,0.980689,83.898919,1.508514,2.918988
26.017000,84.860000,-58.843000,0.984893,0.977463,83.897785,1.500391,2.919365
26.167000,84.860000,-58.693000,0.986689,0.976694,83.897530,1.498463,2.919454
26.329000,84.860000,-58.531000,0.989078,0.978229,83.898045,1.502316,2.919276
26.479000,84.860000,-58.381000,0.990556,0.981292,83.899143,1.510040,2.918918
26.641000,84.860000,-58.219000,0.991223,0.985686,83.900903,1.521215,2.918400
26.794000,84.860000,-58.066000,0.993587,0.990129,83.902950,1.532659,2.917869
26.956000,84.860000,-57.904000,0.992082,0.994537,83.905303,1.544188,2.917335
27.117000,84.860000,-57.743000,0.993556,0.998505,83.907754,1.554746,2.916846
27.268000,84.860000,-57.592000,0.995103,1.001997,83.910226,1.564213,2.916407
27.432000,84.860000,-57.428000,0.995760,1.005024,83.913524,1.573129,2.915994
27.593000,84.860000,-57.267000,0.997410,1.007801,83.915933,1.580889,2.915634
27.744000,84.860000,-57.116000,1.000820,1.009475,83.917528,1.585648,2.915414
27.905000,84.860000,-56.955000,1.001762,1.010317,83.918375,1.588065,2.915302
28.067000,84.860000,-56.793000,1.001833,1.010804,83.918879,1.589471,2.915237
28.218000,84.860000,-56.642000,1.002711,1.010733,83.918804,1.589265,2.915246
28.379000,84.860000,-56.481000,1.005198,1.009802,83.917853,1.586585,2.915370
28.543000,84.860000,-56.317000,1.005443,1.007714,83.915854,1.580645,2.915646
28.694000,84.860000,-56.166000,1.007526,1.004816,83.913354,1.572553,2.916021
28.858000,84.860000,-56.002000,1.009405,1.003202,83.911157,1.567522,2.916254
29.020000,84.860000,-55.840000,1.011513,1.002119,83.910318,1.564547,2.916392
29.184000,84.860000,-55.676000,1.013865,1.001285,83.909695,1.562268,2.916497
29.335000,84.860000,-55.525000,1.014145,1.001126,83.909578,1.561834,2.916517
29.496000,84.860000,-55.364000,1.013126,1.001003,83.909488,1.561498,2.916533
29.660000,84.860000,-55.200000,1.014926,1.000398,83.909053,1.559856,2.916609
29.822000,84.860000,-55.038000,1.015894,0.999857,83.908672,1.558390,2.916677
29.972000,84.860000,-54.888000,1.017818,1.000349,83.909018,1.559722,2.916615
30.131000,84.860000,-54.729000,1.018862,1.001916,83.910164,1.563991,2.916417
30.284000,84.860000,-54.576000,1.017049,1.003983,83.911785,1.569682,2.916154
30.446000,84.860000,-54.414000,1.015626,1.006060,83.914390,1.576006,2.915861
30.610000,84.860000,-54.250000,1.011281,1.007720,83.915859,1.580661,2.915645
30.761000,84.860000,-54.099000,1.009587,1.007010,83.915219,1.578664,2.915737
30.922000,84.860000,-53.938000,1.005166,1.004717,83.913274,1.572280,2.916033
31.076000,84.860000,-53.784000,1.003341,1.002725,83.910783,1.566208,2.916315
31.237000,84.860000,-53.623000,1.001066,1.001091,83.909552,1.561738,2.916522
31.388000,84.860000,-53.472000,0.997196,1.002740,83.910794,1.566249,2.916313
31.552000,84.860000,-53.308000,0.994140,1.004868,83.913396,1.572696,2.916014
31.713000,84.860000,-53.147000,0.988938,1.004919,83.913438,1.572838,2.916007
31.878000,84.860000,-52.982000,0.982293,1.003893,83.912618,1.570009,2.916138
32.031000,84.860000,-52.829000,0.979505,1.002647,83.910722,1.565994,2.916325
32.196000,84.860000,-52.664000,0.975420,0.999657,83.908534,1.557850,2.916702
32.357000,84.860000,-52.503000,0.971616,0.996459,83.906447,1.549278,2.917099
32.521000,84.860000,-52.339000,0.967497,0.995338,83.905770,1.546302,2.917237
32.683000,84.860000,-52.177000,0.966028,0.995981,83.906155,1.548009,2.917158
32.844000,84.860000,-52.016000,0.959711,0.997729,83.907247,1.552667,2.916942
33.006000,84.860000,-51.854000,0.957213,0.998347,83.907649,1.554323,2.916865
33.156000,84.860000,-51.704000,0.952724,0.993260,83.904584,1.540827,2.917491
33.318000,84.860000,-51.542000,0.947332,0.983311,83.899922,1.515159,2.918680
33.482000,84.860000,-51.378000,0.943215,1.029450,83.839010,1.579576,2.915695
33.643000,84.860000,-51.217000,0.940436,1.026356,83.829318,1.565755,2.916336
33.808000,84.860000,-51.052000,0.938707,1.023342,83.821245,1.553107,2.916922
33.969000,84.860000,-50.891000,0.937862,1.021422,83.816600,1.545340,2.917282
34.130000,84.860000,-50.730000,0.937847,1.020163,83.813715,1.540337,2.917514
34.292000,84.860000,-50.568000,0.937807,1.018847,83.810814,1.535174,2.917753
34.456000,84.860000,-50.404000,0.934313,1.016774,83.806436,1.527141,2.918125
34.617000,84.860000,-50.243000,0.933730,1.013477,83.799816,1.514529,2.918710
34.782000,84.860000,-50.078000,0.929576,1.009602,83.792299,1.499767,2.919394
34.943000,84.860000,-49.917000,0.930833,1.007332,83.787890,1.491048,2.919798
35.107000,84.860000,-49.753000,0.928573,1.006833,83.786910,1.489115,2.919887
35.279000,84.860000,-49.581000,0.926700,1.006756,83.786759,1.488817,2.919901
35.444000,84.860000,-49.416000,0.925409,1.007054,83.787345,1.489971,2.919848
35.605000,84.860000,-49.255000,0.919802,1.007339,83.787905,1.491076,2.919797
35.766000,84.860000,-49.094000,0.918014,1.006197,83.785653,1.486645,2.920002
35.931000,84.860000,-48.929000,0.916009,1.003392,83.779927,1.475551,2.920516
36.092000,84.860000,-48.768000,0.913169,0.967590,83.809596,1.413061,2.923412
36.253000,84.860000,-48.607000,0.913484,0.967839,83.799559,1.405720,2.923752
36.415000,84.860000,-48.445000,0.915438,0.968681,83.789675,1.399825,2.924026
36.584000,84.860000,-48.276000,0.918442,0.970160,83.778731,1.394507,2.924272
36.745000,84.860000,-48.115000,0.917427,0.971982,83.768333,1.390373,2.924464
36.906000,84.860000,-47.954000,0.922445,0.974090,83.758078,1.386975,2.924621
37.057000,84.860000,-47.803000,0.927373,0.975500,83.751813,1.385161,2.924705
37.383000,84.860000,-47.477000,0.936182,0.977157,83.744846,1.383332,2.924790
37.544000,84.860000,-47.316000,0.942592,0.978108,83.740995,1.382392,2.924833
37.705000,84.860000,-47.155000,0.944407,0.977533,83.743312,1.382952,2.924807
37.870000,84.860000,-46.990000,0.947521,0.975726,83.750842,1.384895,2.924717
38.031000,84.860000,-46.829000,0.949763,0.973998,83.758497,1.387103,2.924615
38.192000,84.860000,-46.668000,0.950287,0.972036,83.768050,1.390272,2.924468
38.357000,84.860000,-46.503000,0.952656,0.969712,83.781679,1.395831,2.924211
38.518000,84.860000,-46.342000,0.953389,0.968253,83.793944,1.402228,2.923914
38.679000,84.860000,-46.181000,0.955194,0.967587,83.807126,1.411110,2.923503
38.844000,84.860000,-46.016000,0.955128,1.002496,83.778013,1.471924,2.920684
39.005000,84.860000,-45.855000,0.956925,1.004052,83.781308,1.478196,2.920393
39.169000,84.860000,-45.691000,0.958238,1.005321,83.783899,1.483214,2.920161
39.331000,84.860000,-45.529000,0.959250,1.006722,83.786693,1.488687,2.919907
39.492000,84.860000,-45.368000,0.960683,1.007871,83.788944,1.493129,2.919701
39.656000,84.860000,-45.204000,0.961990,1.008275,83.789730,1.494683,2.919629
39.818000,84.860000,-45.042000,0.964577,1.008678,83.790513,1.496231,2.919558
39.982000,84.860000,-44.878000,0.967849,1.008771,83.790693,1.496588,2.919541
40.144000,84.860000,-44.716000,0.969420,1.008657,83.790472,1.496151,2.919561
40.305000,84.860000,-44.555000,0.971370,1.008874,83.790892,1.496982,2.919523
40.469000,84.860000,-44.391000,0.975573,1.008633,83.790424,1.496056,2.919566
40.631000,84.860000,-44.229000,0.979985,1.008912,83.790964,1.497125,2.919516
40.792000,84.860000,-44.068000,0.982361,1.010119,83.793298,1.501744,2.919302
40.967000,84.860000,-43.893000,0.983877,1.011091,83.795175,1.505447,2.919131
41.128000,84.860000,-43.732000,0.987291,1.011581,83.796123,1.507314,2.919044
41.287000,84.860000,-43.573000,0.989740,1.011856,83.796655,1.508360,2.918996
41.448000,84.860000,-43.412000,0.992737,1.012609,83.798119,1.511227,2.918863
41.599000,84.860000,-43.261000,0.998306,1.013913,83.800674,1.516191,2.918633
41.760000,84.860000,-43.100000,1.000113,1.015710,83.804262,1.523055,2.918315
41.921000,84.860000,-42.939000,1.004490,1.017614,83.808186,1.530385,2.917975
42.083000,84.860000,-42.777000,1.007292,1.019174,83.811525,1.536452,2.917694
42.244000,84.860000,-42.616000,1.007294,1.020125,83.813630,1.540188,2.917521
42.419000,84.860000,-42.441000,1.008125,1.020113,83.813604,1.540143,2.917523
42.570000,84.860000,-42.290000,1.007745,1.019086,83.811335,1.536110,2.917710
42.731000,84.860000,-42.129000,1.009767,1.017769,83.808513,1.530987,2.917947
42.882000,84.860000,-41.978000,1.010031,1.017110,83.807132,1.528436,2.918065
43.029000,84.860000,-41.831000,1.010341,1.017098,83.807109,1.528393,2.918067
43.191000,84.860000,-41.669000,1.010427,1.018228,83.809485,1.532764,2.917865
43.338000,84.860000,-41.522000,1.006882,1.019271,83.811739,1.536834,2.917676
43.500000,84.860000,-41.360000,1.008105,1.019787,83.812875,1.538856,2.917582
43.650000,84.860000,-41.210000,1.004253,1.020045,83.813452,1.539874,2.917535
43.812000,84.860000,-41.048000,1.002131,1.019869,83.813059,1.539181,2.917567
43.973000,84.860000,-40.887000,0.999811,1.019072,83.811304,1.536054,2.917712
44.127000,84.860000,-40.733000,0.996218,1.018442,83.809943,1.533598,2.917826
44.288000,84.860000,-40.572000,0.995814,1.019071,83.811302,1.536052,2.917712
44.449000,84.860000,-40.411000,0.992861,1.020299,83.814022,1.540876,2.917489
44.600000,84.860000,-40.260000,0.990751,1.021117,83.815891,1.544124,2.917338
44.761000,84.860000,-40.099000,0.989290,1.021667,83.817175,1.546321,2.917236
44.912000,84.860000,-39.948000,0.987161,1.021534,83.816863,1.545790,2.917261
45.066000,84.860000,-39.794000,0.986327,1.020858,83.815294,1.543092,2.917386
45.227000,84.860000,-39.633000,0.985063,1.020422,83.814300,1.541363,2.917466
45.391000,84.860000,-39.469000,0.984526,1.020202,83.813804,1.540494,2.917506
45.542000,84.860000,-39.318000,0.984843,1.019952,83.813244,1.539508,2.917552
45.706000,84.860000,-39.154000,0.985243,1.020169,83.813729,1.540363,2.917512
45.857000,84.860000,-39.003000,0.986626,1.020900,83.815390,1.543258,2.917378
46.018000,84.860000,-38.842000,0.981857,1.022197,83.818436,1.548452,2.917138
46.172000,84.860000,-38.688000,0.980092,1.022722,83.819708,1.550577,2.917039
46.333000,84.860000,-38.527000,0.977039,1.023513,83.821676,1.553809,2.916889
46.484000,84.860000,-38.376000,0.975317,1.025386,83.826598,1.561613,2.916528
46.648000,84.860000,-38.212000,0.971761,1.026784,83.830561,1.567610,2.916250
46.799000,84.860000,-38.061000,0.969708,1.028459,83.835714,1.575036,2.915906
46.963000,84.860000,-37.897000,0.965650,1.030025,83.841021,1.582269,2.915570
47.114000,84.860000,-37.746000,0.964573,0.978377,83.898096,1.502688,2.919258
47.278000,84.860000,-37.582000,0.964904,0.983106,83.899841,1.514637,2.918705
47.429000,84.860000,-37.431000,0.965788,0.988966,83.902385,1.529648,2.918009
47.590000,84.860000,-37.270000,0.967417,0.995503,83.905868,1.546741,2.917217
47.752000,84.860000,-37.108000,0.973055,1.001646,83.909962,1.563253,2.916452
47.902000,84.860000,-36.958000,0.976320,1.007136,83.915331,1.579018,2.915721
48.053000,84.860000,-36.807000,0.983275,1.061191,83.876229,1.675251,2.911812
48.217000,84.860000,-36.643000,0.988257,1.049831,83.901825,1.665465,2.912336
48.371000,84.860000,-36.489000,0.993756,1.039104,83.925657,1.655860,2.912850
48.532000,84.860000,-36.328000,0.995770,1.025237,83.956115,1.643012,2.913538
48.683000,84.860000,-36.177000,0.997502,1.011382,83.986323,1.629803,2.914245
48.847000,84.860000,-36.013000,0.996468,0.993818,84.024624,1.612707,2.915160
48.998000,84.860000,-35.862000,0.994769,0.979711,84.063005,1.602717,2.915695
49.159000,84.860000,-35.701000,0.990770,0.962720,84.103212,1.586908,2.916541
49.321000,84.860000,-35.539000,0.985709,0.944994,84.144932,1.569728,2.917461
49.471000,84.860000,-35.389000,0.982441,0.972440,84.154634,1.629747,2.916577
49.633000,84.860000,-35.227000,0.981005,0.981647,84.182581,1.660885,2.915440
49.794000,84.860000,-35.066000,0.976923,0.991673,84.210566,1.692850,2.914271
49.945000,84.860000,-34.915000,0.975880,1.001649,84.239384,1.724189,2.913126
50.098000,84.860000,-34.762000,0.973553,1.005067,84.274195,1.743645,2.912415
50.260000,84.860000,-34.600000,0.973981,1.016464,84.303610,1.774930,2.912606
50.413000,84.860000,-34.447000,0.975598,0.999823,84.341420,1.753570,2.913649
50.575000,84.860000,-34.285000,0.979019,0.985853,84.371980,1.734900,2.914562
50.739000,84.860000,-34.121000,0.981833,0.976578,84.391853,1.722204,2.915182
50.887000,84.860000,-33.973000,0.986369,0.971936,84.401711,1.715773,2.915497
51.048000,84.860000,-33.812000,0.990863,0.971322,84.403012,1.714919,2.915538
51.206000,84.860000,-33.654000,0.994234,0.976107,84.392855,1.721554,2.915214
51.357000,84.860000,-33.503000,0.995131,0.984416,84.375076,1.732948,2.914657
51.518000,84.860000,-33.342000,0.995861,0.996393,84.349008,1.749043,2.913871
51.672000,84.860000,-33.188000,0.995959,1.012461,84.312873,1.769892,2.912852
51.833000,84.860000,-33.027000,0.998326,1.006435,84.278166,1.747766,2.912264
51.984000,84.860000,-32.876000,0.999632,1.003294,84.244447,1.729391,2.912936
52.145000,84.860000,-32.715000,1.002044,0.993193,84.214819,1.697625,2.914097
52.293000,84.860000,-32.567000,1.003241,0.984698,84.191180,1.670737,2.915080
52.444000,84.860000,-32.416000,1.002943,0.978025,84.172070,1.648949,2.915876
52.605000,84.860000,-32.255000,1.001097,0.972235,84.153951,1.629017,2.916604
52.756000,84.860000,-32.104000,0.999687,0.967786,84.137937,1.612473,2.917209
52.906000,84.860000,-31.954000,0.998061,0.947948,84.137699,1.572496,2.917313
53.068000,84.860000,-31.792000,0.997041,0.956075,84.118100,1.580163,2.916902
53.218000,84.860000,-31.642000,0.995460,0.964013,84.100111,1.588110,2.916477
53.369000,84.860000,-31.491000,0.994739,0.969122,84.087934,1.592862,2.916223
53.520000,84.860000,-31.340000,0.993614,0.969237,84.087662,1.592969,2.916217
53.670000,84.860000,-31.190000,0.992222,0.965898,84.095607,1.589862,2.916383
53.821000,84.860000,-31.039000,0.989398,0.961491,84.106164,1.585766,2.916603
53.975000,84.860000,-30.885000,0.986664,0.955348,84.119836,1.579475,2.916939
54.125000,84.860000,-30.735000,0.985379,0.952089,84.127662,1.576394,2.917104
54.276000,84.860000,-30.584000,0.985612,0.950890,84.130555,1.575264,2.917165
54.430000,84.860000,-30.430000,0.984913,0.947993,84.137590,1.572538,2.917311
54.580000,84.860000,-30.280000,0.984801,0.944160,84.146984,1.568949,2.917503
54.734000,84.860000,-30.126000,0.984907,0.967284,84.135946,1.610504,2.917281
54.885000,84.860000,-29.975000,0.985843,0.968757,84.141667,1.616217,2.917072
